first_purchase_year;birth_year;gender;loyalty_store;id_customer
2000;1948;M;1208;19911
2011;1948;F;1251;19912
1998;1947;F;1069;19913
2005;1965;F;1208;19914
2010;1975;F;1018;19915
2018;1972;F;1201;19916
2013;1977;F;1261;19918
2013;1956;M;1262;19919
2000;1968;F;1216;19920
2010;1977;F;1206;19921
2015;1970;F;1203;19922
2003;1944;M;1207;19923
2020;1962;F;1201;19924
2015;1983;F;1204;19925
2016;1988;F;1201;19926
2013;1957;F;1262;19927
1990;1968;F;1018;19928
2020;1942;M;1204;19929
2015;1982;M;1203;19930
2021;1972;F;1262;19932
2006;1975;F;1207;19933
2014;1973;F;1261;19934
2019;1937;F;1207;19936
2013;1967;M;1201;19937
2020;1960;F;1202;19938
2013;1983;M;1201;19939
1993;1932;M;1201;19940
1999;1950;F;1204;19941
1997;1964;M;1033;19942
2004;1977;F;1095;19943
2013;1980;F;1262;19944
2013;1976;M;1261;19945
2018;1988;M;1262;19946
2013;1937;F;1216;19947
2020;1980;M;1261;19948
2002;1979;F;1262;19949
2014;1972;F;1251;19950
2020;1969;M;1201;19951
2011;1979;F;1251;19952
2003;1974;F;1208;19953
1997;1959;F;1095;19954
2019;1985;M;1066;19955
2013;1968;F;1250;19956
2018;1985;M;1201;19957
1999;1969;M;1204;19958
2013;1934;F;1261;19959
2016;1981;M;1262;19960
2016;1972;F;1038;19961
2013;1974;F;1261;19962
2005;1979;M;1206;19963
1999;1947;F;1205;19964
1998;1945;M;1202;19965
2006;1978;F;1203;19966
2013;1976;F;1262;19967
2002;1966;F;1202;19968
1990;1969;F;1203;19969
1997;1965;F;1203;19970
2011;1965;F;1095;19971
2004;1962;M;1202;19972
2006;1972;M;1033;19973
2013;1981;F;1262;19974
2011;1983;F;1250;19975
2000;1949;F;1205;19976
2001;1968;F;1206;19978
2011;1944;M;1022;19979
2019;1980;M;1251;19980
2011;1980;F;1018;19981
2015;1968;M;1261;19982
2013;1978;M;1261;19983
1999;1955;F;1203;19984
2013;1947;F;1038;19985
2012;1968;M;1206;19986
2011;1942;M;1203;19987
2019;1974;M;1216;19988
2013;1978;M;1261;19989
2004;1982;M;1205;19990
2021;1976;M;1261;19991
2004;1975;F;1035;19992
1997;1955;M;1204;19994
2004;1969;M;1202;19996
2001;1966;F;1201;19998
2015;1962;M;1204;19999
2013;1965;M;1261;20001
2016;1970;M;1262;20004
2020;1948;F;1262;20007
2015;1983;F;1262;20009
2007;1958;F;1205;20010
1997;1938;M;1201;20015
2013;1958;F;1261;20017
1994;1948;M;1201;20018
2018;1977;M;1261;20030
2020;1975;M;1205;20031
1997;1954;M;1204;20033
2018;1976;F;1205;20035
1999;1947;F;1095;20036
2017;1957;M;1202;20039
2018;1984;M;1203;20040
2004;1973;M;1208;20041
2013;1956;M;1262;20043
2004;1961;M;1207;20045
2002;1955;F;1205;20046
2016;1967;F;1251;20047
2020;1968;M;1204;20049
2015;1994;F;1202;20054
2002;1953;M;1206;20055
2009;1966;M;1201;20058
2013;1971;M;1059;20063
2012;1972;F;1042;20064
1997;1961;M;1201;20065
2008;1951;M;1250;20066
2000;1968;F;1203;20068
2021;1988;M;1261;20069
2017;1968;F;1216;20072
2000;1964;M;1202;20073
2003;1970;M;1202;20074
2012;1990;F;1251;20077
2013;1952;F;1261;20079
1997;1965;M;1204;20083
2002;1968;F;1207;20084
2016;1970;F;1203;20086
1997;1961;F;1204;20087
1998;1934;F;1201;20091
2013;1969;F;1204;20093
2015;1953;F;1203;20094
2003;1952;M;1206;20098
1999;1964;F;1202;20099
1999;1963;F;1216;20104
2014;1980;M;1262;20105
2012;1976;F;1021;20107
2013;1977;M;1261;20113
2003;1968;F;1207;20114
2021;1961;M;1206;20115
2013;1971;M;1261;20118
2013;1983;F;1205;20119
2017;1930;M;1201;20126
2014;1971;F;1261;20127
2004;1946;F;1202;20130
2008;1976;M;1033;20132
2017;1938;F;1204;20134
1999;1965;F;1208;20137
1999;1948;M;1203;20138
2017;1951;M;1262;20145
2008;1982;F;1207;20147
2017;1981;F;1261;20148
2014;1969;M;1250;20154
2002;1956;F;1204;20157
2019;1983;F;1056;20160
2003;1960;M;1261;20161
2019;1982;M;1204;20162
2002;1959;F;1206;20163
2004;1982;F;1208;20165
1999;1949;M;1095;20166
2018;1988;F;1261;20167
2012;1978;M;1208;20168
2008;1976;F;1208;20169
2000;1965;F;1203;20172
2015;1963;M;1060;7944
2020;1953;F;1174;7947
2004;1945;M;1208;7948
2000;1969;M;1203;7950
1996;1967;F;1022;7951
2020;1965;F;1041;7953
2004;1952;F;1032;7954
2013;1972;M;1261;7960
2020;1974;M;1079;7961
2010;1942;M;1208;7962
1972;1944;M;1095;7963
2020;1955;M;1047;7964
2015;1967;F;1205;7965
2006;1978;F;1040;7966
2003;1972;M;1205;7967
2002;1963;F;1205;7968
2021;1973;M;1033;7969
2003;1947;M;1038;7972
2019;1929;F;1021;7973
2021;1980;F;1047;7974
2002;1954;M;1058;7982
2012;1973;M;1055;7983
2020;1949;F;1177;7985
2019;1956;F;1071;7986
1997;1952;F;1055;7987
2003;1970;F;1205;7988
2020;1964;M;1038;7990
2003;1956;M;1028;7991
2007;1984;F;1208;7992
2018;1962;F;1043;7994
2021;1955;F;1055;7996
2020;1949;F;1158;7997
1988;1955;F;1033;7999
1999;1952;M;1053;8000
1995;1950;F;1037;8001
2020;1938;F;1169;8003
2011;1977;M;1208;8004
2014;1986;F;1206;8005
2020;1949;M;1159;8009
2004;1978;M;1019;8010
2020;1945;F;1169;8011
2015;1958;F;1180;8012
2016;1966;F;1037;8014
2021;1960;F;1055;8015
2014;1956;F;1073;8016
2016;1970;F;1086;8018
2002;1971;M;1064;8021
1996;1967;M;1053;8025
2019;1949;F;1041;8026
2014;1956;F;1054;8027
2020;1961;F;1169;8029
1982;1940;F;1009;8031
2020;1939;F;1169;8033
2007;1957;F;1035;8034
2010;1987;M;1054;8035
1987;1948;F;1064;8036
2005;1955;M;1207;8037
1997;1963;M;1073;8038
2020;1953;M;1169;8042
1989;1947;M;1028;8043
2021;1958;F;1047;8044
1978;1940;F;1064;8045
1988;1951;M;1073;8046
2020;1934;M;1178;8047
2013;1947;F;1018;8048
2002;1963;M;1202;8049
2020;1961;F;1155;8051
2015;1962;F;1045;8052
1988;1944;F;1058;8053
2013;1965;F;1261;8054
1999;1973;F;1058;8056
2018;1979;F;1065;8058
2020;1956;F;1178;8059
2020;1967;F;1156;8062
2020;1989;M;1054;8065
2018;1946;M;1059;8068
2020;1945;F;1159;8070
2020;1972;M;1044;8072
2020;1978;F;1037;8074
2007;1971;F;1066;8075
2019;1948;M;1251;8078
2021;1956;F;1177;8079
2018;1962;F;1055;8080
2020;1941;F;1174;8081
2014;1976;F;1025;8082
2021;1960;M;1155;8083
2016;1988;M;1055;8084
2020;1974;F;1187;8085
1999;1952;M;1094;8087
1999;1959;F;1029;8088
2020;1949;M;1044;8089
2020;1946;M;1158;8090
2003;1978;F;1041;8091
2020;1974;F;1164;8092
2019;1974;M;1046;8095
2020;1977;F;1179;8099
1997;1964;F;1033;8100
2017;1957;F;1069;8102
1998;1946;F;1028;8103
1996;1946;F;1095;8104
1999;1952;F;1033;8107
2016;1938;F;1052;8108
2013;1976;F;1261;8109
1999;1943;F;1034;8110
1999;1963;M;1021;8111
2021;1939;M;1065;8114
2016;1965;M;1066;8116
2020;1971;F;1156;8118
1991;1963;M;1053;8120
2020;1954;M;1174;8121
2008;1949;F;1054;8123
2020;1962;F;1162;8124
2019;1950;M;1065;8125
2015;1959;F;1009;8126
2003;1961;F;1038;8127
2011;1989;F;1022;8128
2013;1971;M;1261;8130
2012;1955;F;1035;8132
2020;1969;F;1159;8135
2017;1945;M;1064;8137
1987;1953;F;1094;8138
2020;1938;F;1176;8139
2019;1968;M;1095;8141
2008;1967;M;1208;8144
2020;1959;F;1034;8145
2000;1948;M;1022;8146
2002;1970;F;1045;8149
2020;1969;F;1174;8151
1999;1957;M;1095;8152
2000;1969;M;1028;8153
2014;1960;F;1206;8157
2020;1942;F;1166;8158
1996;1965;F;1034;8161
2020;1947;M;1033;8162
2020;1940;F;1179;8164
2014;1962;M;1261;8165
2016;1951;F;1037;8166
2020;1953;F;1158;8167
2020;1950;F;1179;8168
2016;1971;M;1069;8169
2015;1951;F;1055;8170
1989;1952;M;1009;8173
2020;1956;F;1166;8175
1996;1949;M;1021;8176
2020;1947;F;1157;8177
1998;1967;F;1040;8178
2020;1940;M;1187;8181
2020;1929;F;1176;8183
2000;1956;F;1035;8185
1997;1955;F;1032;8186
2005;1944;M;1060;8187
2006;1979;F;1039;8188
2020;1965;M;1064;8189
2019;1982;F;1055;8190
2006;1965;F;1053;8191
2020;1990;F;1180;8192
1978;1958;F;1015;8195
2020;1989;F;1095;8196
1972;1955;F;1250;8197
2016;1969;F;1046;8198
2020;1946;F;1185;8199
2015;1947;M;1042;8200
2004;1951;M;1039;8202
2012;1987;F;1202;8203
2004;1957;M;1079;8204
1988;1965;F;1033;8206
1993;1938;F;1032;8207
2020;1948;F;1179;8208
2004;1977;M;1208;8209
2000;1953;F;1079;8210
2008;1951;F;1054;8211
1997;1969;M;1028;8212
1994;1947;F;1015;8213
1986;1933;F;1069;8216
2002;1946;F;1206;8217
2012;1971;F;1056;8218
2001;1970;F;1071;8219
1992;1953;F;1042;8220
2020;1934;M;1156;8221
2020;1973;F;1185;8223
2021;1952;F;1095;8226
2020;1992;M;1201;8230
2013;1983;M;1261;8231
2007;1956;F;1019;8232
2020;1953;F;1158;8234
2020;1963;F;1169;8236
2015;1983;F;1208;8238
2003;1972;F;1205;8239
2009;1967;F;1055;8241
2020;1965;F;1169;8242
2019;1957;F;1066;8245
2007;1963;F;1250;8246
2003;1973;M;1035;8248
2004;1972;M;1205;8249
2008;1967;F;1054;8250
2012;1948;M;1094;8251
2010;1980;M;1041;8253
2018;1959;F;1043;8255
2016;1974;F;1022;8256
2020;1961;F;1167;8258
2021;1974;F;1047;8260
2007;1940;M;1029;8263
2020;1959;M;1162;8265
2018;1937;F;1074;8266
1999;1954;F;1041;8269
2016;1941;F;1046;8272
2015;1950;F;1019;8273
1997;1949;M;1042;8277
2020;1986;F;1047;8279
2009;1963;M;1069;8281
2017;1977;F;1039;8282
2018;1978;F;1065;8283
2020;1974;F;1033;8285
2020;1949;F;1173;8286
2020;1941;F;1179;8288
1977;1950;M;1035;8291
1999;1967;F;1095;8292
1989;1968;F;1033;8294
1985;1954;F;1023;8300
2020;1929;M;1169;8301
1999;1959;F;1028;8302
1984;1953;M;1018;8303
2020;1951;F;1186;8304
2015;1949;F;1066;8305
2020;1937;M;1163;8306
2018;1952;F;1065;8307
2020;1958;F;1175;8308
2020;1993;F;1039;8310
1992;1971;M;1021;8316
1986;1955;M;1023;8317
2020;1970;F;1185;8318
1998;1945;F;1029;8319
2020;1952;M;1182;8320
2003;1943;F;1042;8324
2020;1947;F;1155;8326
2015;1970;M;1055;8327
2018;1977;F;1055;8328
2016;1948;F;1039;8331
1984;1961;F;1009;8332
2021;1958;F;1162;8334
2020;1955;M;1175;8336
2020;1957;M;1047;8337
2020;1969;M;1047;8338
2020;1962;F;1179;8340
1999;1951;M;1035;8341
2004;1951;F;1035;8343
2007;1971;M;1042;8344
2018;1987;F;1037;8345
2014;1959;M;1073;8346
1987;1960;F;1015;8351
1990;1965;F;1045;8353
2001;1945;M;1041;8355
1998;1966;F;1033;8356
2020;1953;F;1176;8363
1996;1954;F;1045;8364
1991;1941;F;1035;8365
2017;1982;F;1095;8367
2004;1956;F;1029;8370
1984;1942;M;1023;8371
1999;1966;F;1203;8374
2018;1983;F;1043;8376
2012;1978;M;1074;8377
2019;1972;F;1055;8378
2018;1963;F;1065;8381
2000;1960;M;1035;8382
2020;1966;M;1174;8387
1978;1949;M;1060;8391
2020;1977;F;1178;8392
1997;1936;M;1053;8396
2004;1961;M;1022;8398
2010;1990;F;1208;8401
1999;1942;M;1079;8404
1994;1965;F;1033;8408
2020;1957;F;1167;8410
1989;1957;F;1201;8411
2020;1994;M;1155;8412
1986;1953;F;1095;8414
2000;1965;F;1071;8415
2000;1963;M;1018;8416
2020;1940;F;1165;8418
2015;1973;M;1033;8421
1989;1969;M;1045;8422
1997;1965;F;1208;8423
2017;1968;M;1206;8424
2020;1935;M;1163;8425
2020;1946;F;1182;8426
2020;1972;F;1157;8427
2020;1972;M;1044;8428
2018;1970;M;1046;8430
2021;1982;M;1038;8431
2020;1956;F;1176;8433
2019;1952;M;1066;8434
1999;1939;M;1095;8438
2020;1960;F;1043;8439
1989;1951;F;1028;8442
2020;1975;F;1182;8443
2020;1965;M;1159;8444
2019;1951;M;1015;8446
2020;1958;F;1176;8447
2020;1967;F;1182;8448
1988;1948;M;1028;8449
2020;1939;F;1164;8452
2020;1948;F;1174;8453
2020;1963;M;1047;8457
1999;1962;F;1009;8458
2020;1963;F;1163;8460
2020;1951;F;1169;8462
2018;1980;F;1056;8465
2020;1979;F;1173;8467
1985;1956;F;1009;8469
2019;1972;F;1065;8470
2002;1967;F;1201;8471
2013;1962;F;1041;8472
2013;1961;M;1261;8473
1997;1966;F;1058;8476
2002;1969;F;1066;8479
1996;1952;M;1021;8480
1996;1966;F;1019;8482
2020;1968;F;1174;8485
2020;1968;F;1166;8486
2004;1965;F;1042;8488
2019;1947;F;1037;8489
1997;1949;F;1021;8493
2020;1979;F;1158;8494
2004;1975;F;1039;8495
2020;1961;M;1171;8496
2020;1942;F;1176;8498
2003;1965;M;1019;8499
2020;1973;F;1047;8500
1986;1954;M;1032;8503
1991;1951;F;1053;8504
2020;1975;F;1166;8505
2020;1957;M;1167;8507
1993;1961;F;1009;8512
2020;1951;F;1157;8513
2002;1966;M;1203;8514
2020;1947;F;1044;8515
1995;1942;F;1025;8518
2015;1975;F;1037;8520
2018;1976;F;1065;8522
2018;1970;F;1043;8523
2020;1973;M;1039;8524
2004;1972;F;1053;8525
2021;1942;M;1009;8527
2020;1947;F;1175;8530
2003;1978;F;1204;8532
2020;1968;F;1047;8534
2015;1934;M;1073;8535
2021;1986;F;1054;8536
2019;1959;M;1207;8537
2020;1945;F;1044;8538
2019;1964;M;1055;8539
2019;1991;M;1202;8540
2002;1974;F;1035;8542
2018;1960;M;1042;8543
2020;1965;F;1158;8545
1998;1957;F;1023;8548
1990;1958;F;1058;8549
2020;1968;F;1166;8551
1989;1961;F;1053;8552
2021;1983;F;1040;8553
2020;1985;F;1044;8554
1993;1934;M;1009;8555
2020;1957;F;1065;8557
1989;1947;F;1035;8558
2018;1970;F;1065;8559
2020;1962;F;1166;8561
2020;1973;F;1064;8562
2020;1961;F;1165;8564
1985;1953;M;1018;8565
2020;1970;F;1047;8567
1996;1947;M;1201;8568
2020;1959;F;1182;8571
1998;1967;F;1202;8573
2020;1944;M;1187;8574
1983;1935;F;1009;8575
1999;1942;F;1053;8577
1997;1958;F;1029;8579
2020;1961;F;1169;8580
2017;1948;M;1032;8583
1987;1951;F;1045;8584
2016;1984;M;1029;8585
2002;1975;F;1206;8586
1999;1969;M;1025;8590
2011;1946;F;1019;8592
2016;1994;F;1059;8594
2020;1947;M;1174;8598
2014;1970;F;1035;8599
1999;1952;F;1029;8603
2005;1955;M;1039;8605
2020;1946;M;1187;8606
2020;1974;F;1055;8608
2020;1939;M;1172;8610
2017;1970;M;1046;8612
2005;1957;M;1208;8613
2000;1951;F;1033;8614
2020;1949;M;1174;8616
2007;1958;F;1025;8617
2008;1938;M;1042;8620
2019;1958;F;1042;8623
2015;1958;F;1052;8624
1996;1969;F;1037;8625
2013;1960;F;1037;8627
2020;1944;M;1159;8628
2021;1960;F;1167;8629
2008;1979;M;1021;8630
2004;1954;F;1042;8631
2005;1970;F;1205;8633
2021;1981;M;1038;8635
2020;1933;F;1171;8636
2013;1956;F;1059;8642
2020;1958;F;1164;8643
2017;1979;F;1056;8645
2015;1960;M;1055;8646
2021;1970;F;1065;8647
2021;1957;F;1044;8650
2019;1967;M;1038;8651
1998;1950;F;1033;8657
2003;1968;M;1206;8658
2008;1981;M;1022;8659
2020;1980;M;1178;8661
2016;1935;M;1046;8662
1999;1953;M;1204;8663
2018;1967;M;1055;8664
1985;1959;F;1009;8668
1996;1935;F;1053;8671
1995;1946;M;1201;8672
2015;1974;F;1038;8673
2020;1958;M;1164;8677
2010;1936;F;1033;8678
2018;1965;M;1208;8679
2009;1966;M;1028;8680
2020;1974;F;1172;8682
2014;1974;M;1201;8683
2021;1986;F;1167;8684
2001;1955;F;1058;8685
2015;1969;F;1073;8686
2020;1949;F;1009;8687
2012;1965;M;1207;8689
2016;1972;F;1037;8692
2009;1973;M;1201;8693
1999;1941;F;1022;8694
2020;1977;M;1059;8695
2020;1946;F;1176;8696
2000;1934;F;1071;8697
2014;1996;M;1261;8699
2020;1946;F;1166;8700
1994;1935;M;1033;8703
2020;1940;F;1170;8705
2015;1955;F;1021;8706
1997;1957;M;1069;8709
1995;1953;F;1038;8710
2020;1938;F;1173;8712
2020;1939;F;1178;8714
1993;1967;F;1066;8715
2020;1970;F;1160;8717
2020;1945;M;1181;8718
2020;1950;F;1044;8720
1997;1954;F;1041;8722
2020;1931;M;1169;8723
2003;1977;F;1250;8724
1982;1956;F;1045;8725
2000;1956;F;1029;8726
2020;1946;F;1047;8727
2020;1961;F;1158;8730
2020;1956;M;1065;8731
1999;1965;F;1095;8733
2018;1955;M;1043;8736
2017;1954;F;1086;8739
2009;1935;F;1083;8742
1984;1968;M;1015;8743
2020;1970;M;1166;8745
2021;1953;F;1047;8746
2017;1986;M;1028;8751
1999;1977;F;1205;8752
2003;1946;M;1045;8753
2020;1967;F;1164;8754
2012;1972;M;1202;8755
2020;1980;F;1179;8757
2011;1942;M;1073;8762
2007;1971;M;1205;8763
2014;1940;F;1035;8764
1996;1966;F;1009;8765
2001;1969;F;1015;8766
2019;1963;M;1095;8767
2020;1973;M;1044;8768
2013;1944;F;1207;8769
2003;1942;F;1038;8770
2018;1976;M;1035;8771
2018;1956;F;1043;8772
2000;1960;M;1073;8774
2021;1966;M;1038;8775
2017;1978;F;1052;8777
2021;1980;F;1035;8778
1996;1966;M;1095;8780
1987;1947;F;1015;8783
2021;1973;M;1250;8784
2018;1973;F;1065;8785
1999;1964;F;1029;8787
2015;1951;M;1207;8788
2020;1972;F;1059;8793
1985;1960;M;1040;8794
2020;1949;F;1180;8795
2020;1956;F;1176;8798
2020;1957;M;1181;8799
2016;1986;F;1053;8802
2020;1968;F;1178;8803
2020;1922;F;1166;8805
2020;1963;F;1173;8806
2020;1942;F;1167;8808
2020;1961;M;1047;8810
1992;1953;M;1015;8812
2020;1944;F;1178;8813
2000;1963;M;1035;8814
2003;1952;F;1038;8816
2012;1939;M;1251;8819
2006;1954;M;1042;8821
2016;1976;F;1037;8822
2000;1950;F;1205;8824
2017;1938;M;1029;8825
2016;1932;M;1056;8826
2020;1946;F;1168;8827
1999;1976;F;1045;8828
2002;1959;M;1034;8829
1985;1956;M;1094;8830
1999;1955;F;1074;8831
2020;1959;F;1179;8832
2020;1980;M;1186;8834
2019;1970;F;1021;8836
2015;1988;F;1035;8838
2003;1970;F;1034;8840
2020;1984;F;1159;8841
2004;1968;F;1042;8842
1998;1963;M;1033;8846
2020;1971;F;1094;8848
2009;1965;M;1019;8853
1990;1955;M;1035;8858
2020;1936;F;1182;8859
1992;1969;M;1201;8861
2020;1958;F;1166;8862
2016;1989;F;1069;8863
2014;1958;F;1261;8867
2014;1970;F;1029;8868
2020;1963;F;1182;8871
2020;1955;F;1044;8873
2017;1983;F;1037;8874
2020;1982;M;1064;8875
2020;1959;M;1179;8878
2020;1972;F;1174;8880
2020;1973;F;1167;8882
2014;1993;F;1059;8885
2021;1983;M;1038;8888
2003;1967;M;1201;8890
2015;1958;F;1201;8891
1993;1953;M;1018;8892
2020;1971;M;1177;8894
2018;1952;F;1250;8895
2021;1990;M;1054;8897
2019;1965;F;1043;8898
2013;1973;M;1042;8899
2018;1968;F;1037;8901
2020;1921;M;1177;8904
1998;1969;F;1086;8905
2020;1975;F;1065;8907
2015;1939;M;1053;8909
1999;1946;F;1073;8910
2011;1947;F;1055;8911
2020;1960;F;1158;8912
1987;1947;F;1018;8913
1999;1962;F;1073;8914
2015;1984;F;1022;8915
2019;1995;M;1046;8916
2013;1969;M;1054;8920
1999;1960;M;1037;8921
2015;1964;M;1039;8923
2020;1950;F;1173;8925
2021;1956;M;1047;8926
2000;1969;F;1058;8928
2015;1970;F;1021;8929
2014;1961;M;1083;8930
2020;1961;F;1187;8931
2012;1966;M;1203;8932
2020;1961;F;1047;8935
2006;1969;F;1066;8938
2020;1975;F;1028;8941
1996;1950;F;1251;8943
2008;1949;M;1039;8944
2021;1973;M;1043;8946
2016;1975;M;1252;8947
2020;1940;M;1181;8949
2020;1942;F;1168;8950
1998;1946;F;1025;8951
1998;1950;M;1045;8953
2002;1954;F;1071;8956
2008;1984;F;1054;8957
2013;1934;M;1059;8962
2020;1965;M;1174;8963
2016;1966;F;1021;8964
2019;1965;F;1038;8965
1997;1968;M;1208;8966
1997;1946;F;1041;8967
2018;1959;M;1032;8969
2020;1972;F;1164;8970
1999;1943;F;1079;8971
2007;1968;F;1250;8977
2020;1952;M;1181;8978
2020;1938;F;1182;8980
2020;1954;F;1162;8981
1998;1940;M;1018;8982
1999;1945;F;1095;8985
1989;1967;F;1022;8986
2004;1942;F;1039;8988
2012;1961;F;1039;8989
2020;1944;M;1187;8990
2006;1957;F;1039;8992
2020;1937;F;1182;8993
1988;1948;M;1028;8994
2020;1951;F;1181;8995
2020;1952;F;1177;8999
1996;1972;M;1058;9001
2020;1950;F;1166;9002
1999;1957;M;1079;9003
2020;1979;M;1064;9004
2013;1988;F;1059;9005
2007;1963;M;1250;9006
2009;1967;M;1038;9010
1997;1949;F;1053;9011
2020;1963;F;1158;9013
1999;1971;F;1208;9015
2020;1961;M;1174;9016
2016;1989;F;1041;9019
2019;1971;F;1251;9021
1999;1972;M;1060;9023
2001;1959;F;1018;9024
2002;1948;M;1029;9025
2018;1940;F;1065;9027
2017;1972;F;1073;9028
2001;1946;M;1040;9030
1999;1959;F;1025;9031
2014;1985;M;1055;9033
2020;1969;M;1163;9034
2021;1988;M;1038;9035
2020;1941;F;1181;9038
1999;1956;M;1029;9039
1995;1946;F;1095;9041
2013;1985;F;1033;9044
2012;1951;M;1074;9045
2010;1968;M;1038;9046
2020;1934;F;1158;9048
2004;1965;F;1053;9049
2020;1954;M;1177;9050
2018;1953;M;1251;9051
1987;1932;F;1009;9052
2021;1973;F;1029;9054
2019;1980;M;1038;9058
2020;1967;F;1029;9060
2012;1958;F;1034;9062
1997;1959;F;1022;9063
2008;1988;F;1054;9064
1999;1958;F;1035;9065
2018;1949;M;1043;9066
2000;1947;M;1022;9067
2013;1957;F;1261;9068
2020;1983;F;1176;9070
2020;1933;M;1179;9073
2018;1981;F;1074;9074
1997;1941;F;1042;9075
2015;1951;F;1029;9077
1997;1935;F;1053;9080
2014;1962;M;1261;9081
2020;1951;F;1179;9082
2020;1965;F;1171;9084
2020;1961;M;1184;9085
2020;1926;F;1158;9086
1999;1944;F;1095;9087
2020;1944;F;1179;9088
2017;1972;F;1054;9089
1993;1962;M;1032;9091
2004;1934;M;1039;9092
2015;1961;F;1204;9093
2014;1965;M;1042;9094
2019;1978;F;1038;9096
2020;1942;F;1157;9097
2020;1972;F;1167;9101
2020;1996;F;1025;9102
1999;1967;F;1058;9103
2020;1945;F;1164;9104
2020;1942;F;1181;9105
2020;1952;F;1180;9107
2012;1984;M;1042;9108
2020;1950;F;1187;9109
1998;1945;F;1201;9112
2016;1956;F;1037;9113
1998;1936;F;1021;9114
2020;1978;F;1158;9115
2021;1961;M;1065;9116
1998;1946;M;1035;9117
1992;1973;F;1009;9118
2020;1984;F;1009;9120
1994;1966;F;1094;9121
2018;1975;F;1065;9122
2020;1952;F;1165;9123
2013;1959;F;1059;9124
2019;1932;F;1022;9128
2008;1968;M;1060;9130
2015;1955;M;1208;9131
2005;1954;M;1216;9132
2017;1963;F;1019;9133
2020;1951;F;1173;9135
1992;1950;F;1022;9143
1986;1946;F;1009;9147
2020;1957;F;1046;9150
2019;1975;F;1083;9153
2010;1981;M;1055;9154
2021;1961;F;1167;9160
2020;1951;F;1159;9161
2020;1949;F;1047;9162
2012;1953;M;1021;9163
2020;1984;F;1178;9169
2015;1979;F;1202;9171
1999;1954;F;1201;9176
2021;1952;F;1054;9177
2020;1962;M;1179;9181
2020;1954;M;1179;9183
2003;1966;M;1041;9185
1996;1961;F;1071;9186
2019;1972;M;1094;9187
1998;1940;M;1019;9188
2014;1955;M;1055;9189
1999;1964;M;1054;9191
2020;1966;F;1172;9193
2020;1943;M;1163;9197
2020;1959;F;1173;9203
2020;1985;F;1052;9210
2020;1966;F;1046;9213
1991;1965;F;1037;9215
1997;1943;F;1018;9216
2020;1930;M;1180;9223
1994;1964;F;1023;9228
2007;1948;F;1074;9230
2015;1980;F;1053;9234
2017;1966;F;1037;9236
1999;1975;M;1021;9237
2020;1937;M;1180;9238
2018;1969;M;1208;9240
2020;1964;F;1185;9243
2018;1971;F;1065;9245
2014;1987;M;1055;9246
2020;1962;F;1179;9247
1991;1948;M;1035;9251
2020;1975;M;1174;9253
2004;1942;F;1029;9254
1996;1948;F;1095;9255
1992;1957;F;1045;9256
2002;1959;F;1207;9258
2015;1964;M;1033;9260
1996;1938;F;1019;9261
2021;1978;F;1042;9264
1999;1957;F;1073;9266
2020;1951;F;1174;9268
2014;1979;F;1261;9273
1996;1950;M;1066;9275
1996;1974;F;1052;9278
2021;1943;M;1009;9280
2019;1974;M;1025;9281
2003;1975;F;1022;9283
2003;1942;M;1038;9284
1990;1943;M;1035;9286
2013;1992;M;1059;9288
2020;1936;F;1169;9292
2014;1965;F;1055;9294
2016;1984;M;1250;9298
2020;1946;M;1160;9300
2004;1976;F;1207;9301
2017;1984;F;1252;9305
1998;1953;M;1019;9306
2020;1941;F;1170;9308
1987;1949;F;1022;9309
2005;1951;M;1202;9311
2020;1946;F;1175;9312
2001;1952;F;1015;9315
1997;1957;F;1053;9316
2018;1978;F;1251;9324
2020;1942;F;1184;9327
1986;1960;F;1025;9328
1999;1946;F;1079;9331
1999;1939;M;1041;9332
2020;1967;M;1187;9334
2020;1974;F;1173;9335
2018;1975;F;1065;9336
2018;1971;F;1069;9338
2021;1949;F;1044;9346
1998;1941;M;1029;9350
2014;1965;M;1009;9352
2010;1946;M;1033;9353
2002;1973;F;1066;9357
1998;1961;F;1029;9361
2012;1949;M;1056;9362
2010;1955;F;1250;9363
2020;1991;F;1173;9365
1999;1941;F;1074;9367
2008;1990;F;1053;9370
1985;1950;F;1095;9371
1983;1948;M;1053;9372
2006;1946;F;1033;9375
2020;1965;M;1168;9376
2020;1980;F;1174;9378
2005;1976;F;1095;9384
2002;1969;F;1032;9395
2008;1970;F;1027;9396
2015;1971;F;1079;9400
1986;1956;M;1009;9402
2001;1965;F;1073;9406
1994;1955;M;1022;9407
2014;1984;M;1250;9408
1990;1964;F;1028;9409
2011;1972;M;1054;9410
1991;1957;F;1022;9415
2019;1974;F;1043;9416
1999;1962;F;1021;9417
1998;1970;M;1069;9419
2004;1977;F;1028;9422
2021;1986;M;1047;9423
2020;1957;F;1175;9424
1996;1941;M;1021;9428
2018;1982;F;1043;9432
2019;1981;F;1038;9438
2019;1964;F;1066;9445
2020;1953;F;1160;9446
1985;1957;F;1045;9447
2020;1936;F;1158;9449
1973;1938;F;1071;9453
2020;1974;F;1058;9455
2018;1969;F;1069;9456
1996;1953;F;1204;9459
2013;1943;F;1035;9461
2020;1947;M;1180;9464
2020;1942;M;1033;9469
2016;1974;F;1252;9470
2000;1955;F;1095;9472
2013;1970;M;1208;9473
2008;1955;F;1064;9474
